,Announcement_Date,PURPOSE,REMARKS
63,13-08-2019,Others,"Please find enclosed the intimation letter dated 12th August, 2019, rece..."
64,09-08-2019,Others,This is to inform you that the Company through its representatives will ...
65,06-08-2019,Others,"Please find enclosed the intimation letter dated 5th August, 2019, recei..."
66,01-08-2019,Others,"Please find enclosed the intimation letter dated 31st July, 2019, receiv..."
67,26-07-2019,Others,This is to inform you that the Company through its representatives will ...
68,25-07-2019,Others,Pursuant to Regulation 30 and other applicable provisions of Listing Reg...
69,24-07-2019,Others,"Please find enclosed the intimation letter dated 23rd July, 2019, receiv..."
70,19-07-2019,Others,"Please find enclosed the intimation letter dated 19th July, 2019, receiv..."
71,17-07-2019,Others,"Please find enclosed the intimation letter dated 15th July, 2019, receiv..."
72,12-07-2019,Others,"Please find enclosed the intimation letter dated 11th July, 2019, receiv..."
73,11-07-2019,Others,"Please find enclosed the intimation letter dated 9th July, 2019, receive..."
74,09-07-2019,Others,"Please find enclosed the intimation letter dated 8th July, 2019, receive..."
75,08-07-2019,Others,ASIAN PAINTS LTD.has informed BSE that the meeting of the Board of Direc...
76,05-07-2019,Others,"Please find enclosed the intimation letter dated 5th July, 2019, receive..."
77,03-07-2019,Others,"Please find enclosed the intimation letter dated 2nd July, 2019, receive..."
78,28-06-2019,Others,Asian Paints Ltd has informed BSE regarding the details of Voting result...
79,26-06-2019,Others,"Please find enclosed the intimation letter dated 24th June, 2019, receiv..."
80,25-06-2019,Others,The Exchange has received the disclosure under Regulation 29(2) of SEBI ...
81,19-06-2019,Others,"Please find enclosed the intimation letter dated 17th June, 2019, receiv..."
82,14-06-2019,Others,Sub: Intimation under Regulation 39(3) of SEBI (Listing Obligations and ...
83,13-06-2019,Others,This is to inform you that as per 'Asian Paints Limited - Code of Conduc...
84,11-06-2019,Others,"Please find enclosed the intimation letter dated 10th June, 2019, receiv..."
85,07-06-2019,Others,"Please find enclosed the intimation letter dated 7th June, 2019, receive..."
86,04-06-2019,Others,"Please find enclosed the intimation letter dated 03rd June, 2019, receiv..."
87,31-05-2019,Others,Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Re...
88,30-05-2019,Others,"This is to inform you that, the Company has received an intimation from ..."
89,28-05-2019,Others,"Further to our letter no. APL/SEC/21/2019-20/10, dated 9th May, 2019, wh..."
90,21-05-2019,Others,"Please find enclosed the intimation letter dated 20th May, 2019, receive..."
91,20-05-2019,Others,This is to inform you that the Company through its representatives will ...
92,15-05-2019,Others,"Please find enclosed the intimation letter dated 15th May, 2019, receive..."
93,10-05-2019,Others,Pursuant to Regulation 30 and other applicable provisions of Listing Reg...
94,09-05-2019,Others,Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Re...
95,03-05-2019,Others,"Please find enclosed the intimation letter dated 2nd May, 2019, received..."
96,30-04-2019,Others,Format of Initial Disclosure to be made by an entity identified as a Lar...
97,25-04-2019,Others,"Please find enclosed the intimation letter dated 23rd April, 2019, recei..."
98,23-04-2019,Others,"Please find enclosed the intimation letter dated 22nd April, 2019, recei..."
99,22-04-2019,Others,This is to inform you that a meeting of the Board of Directors of the Co...
100,19-04-2019,Others,"Please find enclosed the intimation letter dated 18th April, 2019, recei..."
101,12-04-2019,Others,"Pursuant to Regulation 40(10) of the Listing Regulations, please find en..."
102,09-04-2019,Others,"Please find enclosed the intimation letter dated 8th April, 2019, receiv..."
103,08-04-2019,Others,This is to inform you that a fire broke out at the Company''s paint manu...
104,05-04-2019,Others,"Please find enclosed the intimation letter dated 3rd April, 2019, receiv..."
105,04-04-2019,Others,"Please find enclosed the intimation letter dated 2nd April, 2019, receiv..."
106,03-04-2019,Others,"Please find enclosed the intimation letter dated 1st April, 2019, receiv..."
107,30-03-2019,Others,"Please find enclosed the intimation letter dated 29th March, 2019, recei..."
108,27-03-2019,Others,"Please find enclosed the intimation letter dated 25th March, 2019, recei..."
109,25-03-2019,Others,The Exchange has now received the revised disclosure under Regulation 31...
110,19-03-2019,Others,The Exchange has received the disclosure under Regulation 31(1) and 31(2...
111,14-03-2019,Others,"Please find enclosed the intimation letter dated 13th March, 2019, recei..."
112,13-03-2019,Others,This is to inform you that as per 'Asian Paints Limited - Code of Conduc...
113,08-03-2019,Others,"Please find enclosed the intimation letter dated 7th March, 2019, receiv..."
114,06-03-2019,Others,This is to inform you that the Company through its representatives will ...
115,01-03-2019,Others,The Exchange has now received the revised disclosure under Regulation 31...
116,27-02-2019,Others,Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Re...
117,25-02-2019,Others,The Exchange has received the disclosure under Regulation 31(1) and 31(2...
118,22-02-2019,Others,Asian Paints Ltd has informed BSE regarding Loss of Share Certificate / ...
119,18-02-2019,Others,Asian Paints Ltd has informed BSE regarding Loss of Share Certificate / ...
120,15-02-2019,Others,Asian Paints Ltd has informed BSE regarding Loss of Share Certificate / ...
121,14-02-2019,Others,Asian Paints Ltd has informed BSE regarding Loss of Share Certificate / ...
122,13-02-2019,Others,This is to inform you that the Company through its representatives will ...
123,06-02-2019,Others,Asian Paints Ltd has informed BSE regarding Loss of Share Certificate / ...
124,05-02-2019,Others,Asian Paints Ltd has informed BSE regarding Loss of Share Certificate / ...
125,30-01-2019,Others,Asian Paints Ltd has informed BSE regarding Loss of Share Certificate / ...
126,25-01-2019,Others,Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Re...
127,18-01-2019,Others,Asian Paints Ltd has informed BSE regarding Loss of Share Certificate / ...
128,16-01-2019,Others,No.of Investor complaints pending at the beginning of the quarter  No.of...
129,10-01-2019,Others,Asian Paints Ltd has informed BSE regarding Loss of Share Certificate / ...
130,09-01-2019,Others,The Exchange has received the disclosure under Regulation 29(2) of SEBI ...
131,07-01-2019,Others,"Pursuant to Regulation 47 of the Listing Regulations, please find enclos..."
132,05-01-2019,Others,Asian Paints Ltd has informed BSE regarding Loss of Share Certificate / ...
133,04-01-2019,Others,ASIAN PAINTS LTD.has informed BSE that the meeting of the Board of Direc...
134,02-01-2019,Others,Asian Paints Ltd has informed BSE regarding Loss of Share Certificate / ...
135,31-12-2018,Others,Asian Paints Ltd has informed BSE regarding Loss of Share Certificate / ...
136,27-12-2018,Others,Asian Paints Ltd has informed BSE regarding Loss of Share Certificate / ...
137,24-12-2018,Others,The Exchange has received the disclosure under Regulation 31(1) and 31(2...
138,19-12-2018,Others,Asian Paints Ltd has informed BSE regarding Loss of Share Certificate / ...
139,14-12-2018,Others,Asian Paints Ltd has informed BSE regarding Loss of Share Certificate / ...
140,13-12-2018,Others,This is to inform you that as per 'Asian Paints Limited - Code of Conduc...
141,12-12-2018,Others,This is to inform you that the Company through its representatives will ...
142,30-11-2018,Others,This is to inform you that the Company through its representatives will ...
143,21-11-2018,Others,This is to inform you that the Company through its representatives will ...
144,20-11-2018,Others,The Exchange has received the disclosure under Regulation 31(1) and 31(2...
145,19-11-2018,Others,The Exchange has received the disclosure under Regulation 31(1) and 31(2...
146,15-11-2018,Others,The Exchange has received the disclosure under Regulation 31(1) and 31(2...
147,14-11-2018,Others,The Exchange has received the disclosure under Regulation 31(1) and 31(2...
148,05-11-2018,Others,"The Board of Directors at their meeting held today, approved the followi..."
149,31-10-2018,Others,The Exchange has received the disclosure under Regulation 31(1) and 31(2...
150,23-10-2018,Others,"Pursuant to Regulation 47 of the Listing Regulations, please find enclos..."
151,22-10-2018,Others,"The Board of Directors of the Company at their meeting held today, based..."
152,15-10-2018,Others,No.of Investor complaints pending at the beginning of the quarter  No.of...
153,09-10-2018,Others,"Pursuant to Regulation 7(3) of the Listing Regulations, please find encl..."
154,05-10-2018,Others,"Pursuant to Regulation 47 of the Listing Regulations, please find enclos..."
155,04-10-2018,Others,ASIAN PAINTS LTD.has informed BSE that the meeting of the Board of Direc...
156,24-09-2018,Others,The Exchange has received the disclosure under Regulation 31(1) and 31(2...
157,20-09-2018,Others,"We refer to our letter dated 18th September, 2015 w.r.t. the setting up ..."
158,19-09-2018,Others,"With deep regret, we inform you of the sad demise of Shri Ashwin Chimanl..."
159,14-09-2018,Others,This is to inform you that as per Asian Paints Limited - Code of Conduct...
160,11-09-2018,Others,Sub:   Compliance under Regulation 47 of the SEBI (Listing Obligations a...
161,07-09-2018,Others,This is to inform you that the Company through its representatives will ...
162,16-08-2018,Others,The Exchange has received the disclosure under Regulation 31(1) and 31(2...
163,13-08-2018,Others,This is to inform you that the Company through its representatives will ...
164,10-08-2018,Others,The Exchange has received the disclosure under Regulation 31(1) and 31(2...
165,08-08-2018,Others,This is to inform you that the Company through its representatives will ...
166,01-08-2018,Others,The Exchange has received the disclosure under Regulation 31(1) and 31(2...
167,26-07-2018,Others,This is to inform you that the Company through its representatives will ...
168,25-07-2018,Others,"Pursuant to Regulation 47 of the Listing Regulations, please find enclos..."
169,24-07-2018,Others,Please find enclosed outcome of the Meeting of the Board of Directors of...
170,18-07-2018,Others,No.of Investor complaints pending at the beginning of the quarter  No.of...
171,10-07-2018,Others,"Pursuant to Regulation 47 of the Listing Regulations, please find enclos..."
172,09-07-2018,Others,This is to inform you that a meeting of the Board of Directors of the Co...
173,27-06-2018,Others,Asian Paints Ltd has informed BSE regarding the details of Voting result...
174,15-06-2018,Others,The Exchange has received the disclosure under Regulation 31(1) and 31(2...
175,13-06-2018,Others,This is to inform you that as per 'Asian Paints Limited - Code of Conduc...
176,06-06-2018,Others,The Exchange has received the disclosure under Regulation 31(1) and 31(2...
177,04-06-2018,Others,This is to inform you that the Company would be participating in B & K C...
178,23-05-2018,Others,The Exchange has received the disclosure under Regulation 29(2) of SEBI ...
179,18-05-2018,Others,The Exchange has received the disclosure under Regulation 31(1) and 31(2...
180,11-05-2018,Others,"Further to our letter no. APL/SEC/15/644 dated 10th May, 2018 and pursua..."
181,09-05-2018,Others,The Exchange has received the disclosure under Regulation 31(1) and 31(2...
182,26-04-2018,Others,"Pursuant to Regulation 47 of the Listing Regulations, please find enclos..."
183,19-04-2018,Others,"Pursuant to Regulation 47 of the Listing Regulations, please find enclos..."
184,18-04-2018,Others,"Pursuant to Regulation 40(10) of the Listing Regulations, please find en..."
185,17-04-2018,Others,Asian Paints Ltd has informed BSE that a meeting of the Board of Directo...
186,14-03-2018,Others,This is to inform that as per 'Asian Paints Limited - Code of Conduct to...
187,23-02-2018,Others,The Exchange has received the disclosure under Regulation 31(1) and 31(2...
188,19-02-2018,Others,The Exchange has received the disclosure under Regulation 31(1) and 31(2...
189,09-01-2018,Others,Sub:  Compliance under Regulation 47 of the SEBI (Listing  Obligations  ...
190,05-01-2018,Others,This  is  to  inform you that a meeting of the Board of  Directors  of  ...
191,13-12-2017,Others,This  is  to inform you that the Mumbai Bench of the National  Company  ...
192,12-12-2017,Others,In  compliance with Regulation 30 of the Securities and Exchange  Board ...
193,11-12-2017,Others,"This  is with reference to the Press Release dated 8th August, 2013  iss..."
194,08-11-2017,Others,"Pursuant to Regulation 47 of the Listing Regulations, please find  enclo..."
195,07-11-2017,Others,"Pursuant to Regulation 47 of the Listing Regulations, please find  enclo..."
196,25-10-2017,Others,"Pursuant to Regulation 47 of the Listing Regulations, please find  enclo..."
197,24-10-2017,Others,Asian  Paints  Ltd  has informed BSE that the Board  of  Directors  of  ...
198,04-10-2017,Others,"Pursuant to Regulation 47 of the Listing Regulations, please find  enclo..."
199,03-10-2017,Others,"Pursuant to Regulation 47 of the Listing Regulations, please find  enclo..."
200,29-09-2017,Others,This  is  to  inform you that a meeting of the Board of  Directors  of  ...
201,06-09-2017,Others,"We  refer  to our letter no. APL/SEC/06/14-15/19 dated 29th  January,  2..."
202,14-08-2017,Others,"Pursuant to Regulation 47 of the Listing Regulations, please find enclos..."
203,11-08-2017,Others,"Pursuant to Regulation 47 of the Listing Regulations, please find  enclo..."
204,26-07-2017,Others,Pursuant  to Regulation 47 of the SEBI (Listing Obligations and  Disclos...
205,25-07-2017,Others,Compliance  under  Regulation  30  of  the  SEBI  (Listing  Obligations ...
206,11-07-2017,Others,Pursuant  to Regulation 47 of the SEBI (Listing Obligations and  Disclos...
207,10-07-2017,Others,This  is  to  inform you that a meeting of the Board of  Directors  of  ...
208,03-07-2017,Others,"Pursuant to Regulation 47 of the Listing Regulations, please find  enclo..."
209,28-06-2017,Others,This  is  to inform you that the 71st Annual General Meeting (AGM)  of  ...
210,16-06-2017,Others,In accordance with Regulation 30 of Securities and Exchange Board of  In...
211,06-06-2017,Others,"Pursuant to Regulation 47 of the Listing Regulations, please find  enclo..."
212,12-05-2017,Others,"Pursuant to Regulation 47 of the Listing Regulations, please find  enclo..."
213,11-05-2017,Others,Outcome  of the meeting of the Board of Directors of Asian  Paints  Limi...
214,04-05-2017,Others,"Pursuant  to  Regulation 47 of the Listing Regulations,  enclosed  are  ..."
215,21-04-2017,Others,"Pursuant to Regulation 47 of the Listing Regulations, please find  enclo..."
216,19-04-2017,Others,This  is  to  inform you that a meeting of the Board of  Directors  of  ...
217,03-04-2017,Others,"Further to our letter no. APL/SEC/08/377 dated 16th February, 2017  wher..."
218,16-02-2017,Others,Has  informed  BSE  that Berger Internal  onal  Private  Limited  (BIPL)...
219,06-02-2017,Others,Asian Paints Ltd has informed BSE regarding Schedule of Investor Meeting.
220,24-01-2017,Others,Asian Paints Ltd has announced the following results for the quarter  en...
221,23-01-2017,Others,Asian  Paints  Ltd  has informed BSE that the Board  of  Directors  of  ...
222,27-12-2016,Others,The  Exchange has received the disclosure under Regulation 31(1) and  31...
223,23-11-2016,Others,The  Exchange has received the disclosure under Regulation 31(1) and  31...
224,25-10-2016,Others,Asian  Paints  Ltd  has informed BSE that the Board  of  Directors  of  ...
225,21-10-2016,Others,Asian Paints Ltd has informed BSE regarding Quarterly Statement on Inves...
226,20-10-2016,Others,Asian Paints Ltd has informed BSE regarding Quarterly Statement on Inves...
227,20-09-2016,Others,Asian Paints Ltd has informed BSE that as per Asian Paints Limited -  Co...
228,19-09-2016,Others,"With reference to the earlier letter dated February 23, 2016, Asian  Pai..."
229,05-08-2016,Others,Asian Paints Ltd has informed BSE that the Company is proposing to incre...
230,22-06-2016,Others,"With  reference  to  the earlier letter dated March 10,  2015  wherein  ..."
231,10-06-2016,Others,Asian  Paints Ltd has submitted to BSE the copies of notice  informing  ...
232,11-05-2016,Others,Asian  Paints  Ltd  has informed BSE that the Board  of  Directors  of  ...
233,10-05-2016,Others,Asian Paints Ltd has informed BSE that the telephone and fax numbers of ...
234,25-04-2016,Others,Asian  Paints  Ltd  has submitted to BSE a Copy of  the  Notice  of  Pos...
235,22-04-2016,Others,Asian Paints Ltd has informed BSE regarding Quarterly Statement on Inves...
236,15-03-2016,Others,Asian Paints Ltd has informed BSE that as per Asian Paints Limited -  Co...
237,14-03-2016,Others,Asian  Paints  Ltd  has informed BSE that the Board  of  Directors  of  ...
238,04-03-2016,Others,Asian  Paints  Ltd has informed BSE that: This is to inform you  that  t...
239,03-03-2016,Others,"With  reference to the earlier letter dated February 22, 2016  wherein  ..."
240,23-02-2016,Others,"With  reference to the earlier letter dated January 18, 2016, Asian  Pai..."
241,22-02-2016,Others,Asian  Paints  Ltd has informed BSE that the operations  at  the  Compan...
242,22-01-2016,Others,Asian Paints Ltd has informed BSE regarding Quarterly Statement on Inves...
243,18-01-2016,Others,Asian  Paints  Ltd  has informed BSE that the Board  of  Directors  of  ...
244,28-12-2015,Others,Smiti  Holding  And Trading Company Pvt Ltd has now submitted  the  revi...
245,22-12-2015,Others,Smiti  Holding  and Trading Company Pvt Ltd has  submitted  the  disclos...
246,21-12-2015,Others,Asian Paints Ltd has informed BSE that a meeting of the Board of  Direct...
247,09-12-2015,Others,"With  reference  to the earlier letter dated July 21, 2015,  September  ..."
248,01-12-2015,Others,Asian Paints Ltd has informed BSE that in accordance with Regulation 30 ...
249,28-10-2015,Others,"With reference to the earlier letter dated July 21, 2015 and September  ..."
250,23-10-2015,Others,Asian  Paints  Ltd  has informed BSE that the Board  of  Directors  of  ...
251,01-10-2015,Others,Asian Paints Ltd has informed BSE that a meeting of the Board of  Direct...
252,29-09-2015,Others,Asian  Paints Ltd has informed BSE regarding the details of Voting  resu...
253,18-09-2015,Others,With  reference to the earlier disclosures made by the Company  w.r.t.  ...
254,14-09-2015,Others,"With reference to the earlier letter dated July 21, 2015, Asian Paints  ..."
255,27-08-2015,Others,Asian  Paints  Ltd has informed BSE that the members of  the  Company  w...
256,14-08-2015,Others,Smiti  Holding  and Trading Company Pvt Ltd has  submitted  the  disclos...
257,11-08-2015,Others,Smiti  Holding  and trading Company Pvt Ltd has  submitted  the  disclos...
258,21-07-2015,Others,Asian  Paints  Ltd has informed BSE that as part of the Company's  plan ...
259,16-07-2015,Others,The Exchange had sought clarification from Asian Paints Ltd with respect...
260,10-07-2015,Others,"With  reference  to  the earlier letter dated April 29,  2015  wherein  ..."
261,07-07-2015,Others,Asian Paints Ltd has informed BSE that a meeting of the Board of  Direct...
262,06-07-2015,Others,Asian  Paints Ltd has informed BSE regarding the details of Voting  resu...
263,22-06-2015,Others,Asian Paints Ltd has informed BSE that as per Asian Paints Limited    Co...
264,04-06-2015,Others,Asian  Paints  Ltd has informed BSE that the 69th  Annual  General  Meet...
265,25-05-2015,Others,Asian  Paints Ltd has informed BSE about formulation and adoption of  Co...
266,18-05-2015,Others,Asian  Paints  Ltd  has informed BSE that the Board  of  Directors  of  ...
267,30-04-2015,Others,Asian Paints Ltd has informed BSE that a meeting of the Board of  Direct...
268,29-04-2015,Others,Asian  Paints  Ltd has informed BSE that the operations  at  the  Compan...
269,28-04-2015,Others,ISIS Holding and Trading Company Pvt Ltd has submitted the disclosure un...
270,18-03-2015,Others,Asian  Paints Ltd has informed BSE that pursuant to the Circular issued ...
271,10-03-2015,Others,"Asian  Paints Ltd has informed BSE that the Company on March 10,  2015  ..."
272,04-03-2015,Others,"With reference to the earlier letter dated February 10,  2015, wherein  ..."
273,24-02-2015,Others,Asian Paints Ltd has informed BSE regarding Disclosure w.r.t exploring t...
274,10-02-2015,Others,"With reference to the earlier letter dated. October 22,  2014, wherein  ..."
275,29-01-2015,Others,"With reference to the earlier letter dated October 01,  2014, Asian  Pai..."
276,19-01-2015,Others,The Exchange has sought clarification from Asian Paints Ltd with respect...
277,05-01-2015,Others,Asian Paints Ltd has informed BSE that a meeting of the Board of  Direct...
278,04-12-2014,Others,Asian Paints Ltd has informed BSE that the shareholders at the 68th  Ann...
279,22-10-2014,Others,"With  reference to the earlier letter dated April 14,  2014,   wherein  ..."
280,01-10-2014,Others,"With  reference to the earlier letter dated August 22,  2014,  wherein  ..."
281,22-09-2014,Others,Asian Paints Ltd has informed BSE that a meeting of the Board of  Direct...
282,17-09-2014,Others,Asian  Paints  Ltd  has informed BSE that the Board  of  Directors  of  ...
283,28-08-2014,Others,Asian Paints Ltd has informed BSE that a meeting of the Board of  Direct...
284,22-08-2014,Others,Asian Paints Ltd has informed BSE that Berger International Limited  (BI...
285,01-08-2014,Others,"With  reference  to  the earlier announcement  dated  February  13,   20..."
286,04-07-2014,Others,Asian Paints Ltd has informed BSE that as per Asian Paints Limited -  Co...
287,27-06-2014,Others,Asian  Paints Ltd has informed BSE regarding the details of Voting  resu...
288,11-06-2014,Others,"With  reference to the earlier announcement dated May 14,  2014 wherein ..."
289,02-06-2014,Others,Asian  Paints  Ltd has informed BSE that the 68th  Annual  General  Meet...
290,14-05-2014,Others,"Asian  Paints  Ltd has informed BSE that the Company on May 14,   2014  ..."
291,05-05-2014,Others,Asian Paints Ltd has informed BSE that the Company has offered a  Volunt...
292,23-04-2014,Others,"With  reference  to  the  earlier announcement  dated  December  20,   2..."
293,15-04-2014,Others,Asian  Paints  Ltd  has  informed BSE  that  Asian  Paints  (Internation...
294,13-02-2014,Others,"With reference to the earlier announcement dated August 21,  2013,  wher..."
295,20-12-2013,Others,Asian  Paints  Ltd has informed BSE that the operations  at  the  Compan...
296,18-12-2013,Others,Asian Paints Ltd has informed BSE that the Company's Chemical Plant enga...
297,25-11-2013,Others,Asian  Paints  Ltd has informed BSE that Asian Paints  Industrial  Coati...
298,11-11-2013,Others,Asian  Paints Ltd has informed BSE regarding Voluntary unconditional  ca...
299,21-10-2013,Others,"Asian Paints Ltd has informed BSE that Mrs. Ina Dani, Non - Executive Di..."
300,17-10-2013,Others,Asian  Paints Ltd has submitted to BSE a copy of the announcement  made ...
301,01-10-2013,Others,"Singapore  by  Asian Paints (International)  Limited Mauritius,   a  who..."
302,30-09-2013,Others,Asian Paints Ltd has informed BSE that a meeting of the Board of  Direct...
303,24-09-2013,Others,"Asian  Paints  Ltd has informed BSE that Shri  Abhay  Vakil,  Non-Execut..."
304,22-08-2013,Others,Asian Paints Ltd has informed BSE that Asian Paints (International) Limi...
305,18-07-2013,Others,Asian  Paints Ltd has submitted to BSE a copy of the announcement  made ...
306,25-06-2013,Others,Asian  Paints Ltd has informed BSE that the 67th Annual General Meeting ...
307,28-05-2013,Others,Asian  Paints  Ltd has informed BSE that the 67th  Annual  General  Meet...
308,03-05-2013,Others,Asian  Paints Ltd has submitted to BSE a copy of the announcement  made ...
309,20-02-2013,Others,Asian  Paints  Ltd has informed BSE that the Company's new paint  plant ...
310,14-01-2013,Others,Asian  Paints Ltd has submitted to BSE a copy of the announcement  made ...
311,19-12-2012,Others,"With reference to the earlier announcement dated November 27,  2012,  As..."
312,17-12-2012,Others,Asian  Paints  Ltd has informed BSE that the members of  the  Company  h...
313,27-11-2012,Others,Asian Paints Ltd has informed BSE that the Companys Chemical Plant  enga...
314,12-11-2012,Others,Asian  Paints  Ltd has informed BSE that the members of  the  Company  w...
315,02-08-2012,Others,"With  reference  to  the earlier announcement dated July  06,  2012,  As..."
316,25-07-2012,Others,Asian  Paints Ltd has informed BSE that the Company has decided to  expl...
317,18-07-2012,Others,Asian  Paints Ltd has submitted to BSE a copy of the announcement  made ...
318,06-07-2012,Others,Asian Paints Ltd has informed BSE that the Honble High Court of  Judicat...
319,28-06-2012,Others,Asian  Paints  Ltd has informed BSE that the 66th  Annual  General  Meet...
320,03-05-2012,Others,Asian  Paints Ltd has submitted to BSE a copy of the announcement  made ...
321,23-04-2012,Others,"With reference to the earlier announcement dated March 19,  2012  regard..."
322,20-03-2012,Others,Geetanjali Trading & Investments Pvt Ltd has submitted the disclosure un...
323,19-03-2012,Others,"With reference to the earlier announcement dated February 17,  2012,  As..."
324,17-02-2012,Others,Asian Paints Ltd has informed BSE that the Company have planned a  shutd...
325,07-02-2012,Others,"With  reference to the disclosure made by the Company on January 21,   2..."
326,20-01-2012,Others,Asian  Paints Ltd has submitted to BSE a copy of the announcement  made ...
