,Announcement_Date,PURPOSE,REMARKS
83,05-10-2018,Others,The Board of Directors at their meeting scheduled to be held on Saturday...
84,04-10-2018,Others,Newspaper advertisement for Board Meeting of the Company scheduled to be...
85,03-10-2018,Others,AVENUE SUPERMARTS LTDhas informed BSE that the meeting of the Board of D...
86,25-09-2018,Others,Pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosur...
87,24-09-2018,Others,CRISIL Limited has reaffirmed its rating of ''CRISIL A1+'' on Commercial...
88,17-09-2018,Others,Pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosur...
89,10-09-2018,Others,In terms of ''Code of Internal Procedures and Code of Conduct for Regula...
90,30-08-2018,Others,Voting results in accordance with the Regulation 44(3) of the SEBI (List...
91,28-08-2018,Others,Proceedings of the 18th Annual General Meeting of the Company held on Au...
92,06-08-2018,Others,"Newspaper publication of the Notice of the 18th Annual General Meeting, ..."
93,04-08-2018,Others,The 18th Annual General Meeting of the Company is scheduled to be held o...
94,31-07-2018,Others,Newspaper publication of the Standalone Un-audited Financial Statements ...
95,30-07-2018,Others,"Monitoring Agency Report for the Quarter ended June 30, 2018"
96,25-07-2018,Others,The 18th Annual General Meeting of the Company is scheduled to be held o...
97,19-07-2018,Others,Newspaper advertisement for Board Meeting of the Company scheduled to be...
98,18-07-2018,Others,"Notice of the Board Meeting scheduled to be held on Monday, July 30, 201..."
99,16-07-2018,Others,No.of Investor complaints pending at the beginning of the quarter  No.of...
100,14-06-2018,Others,Updates for Analyst/ Investor Meeting for the year 2018 is enclosed here...
101,13-06-2018,Others,Presentation for Analyst/ Investor Meeting for the year 2018 is enclosed...
102,11-06-2018,Others,In terms of ''Code of Internal Procedures and Code of Conduct for Regula...
103,08-06-2018,Others,Analyst/ Investor Meeting for the year 2018 has been scheduled on Thursd...
104,24-05-2018,Others,Completion of sale of equity shares of the Company held by the Promoter ...
105,18-05-2018,Others,Sale of equity shares of Company by the Promoter Mr.Radhakishan Shivkish...
106,07-05-2018,Others,Newspaper publication of the Standalone Audited Financial Statements for...
107,05-05-2018,Others,"Mr. Ramakant Baheti, existing Whole-Time Director & Chief Financial Offi..."
108,25-04-2018,Others,Newspaper advertisement for Board Meeting of the Company scheduled to be...
109,19-04-2018,Others,Compliance Certificate Under Regulation 40(9) Of SEBI (Listing Obligatio...
110,10-04-2018,Others,Compliance Certificate as per Regulation 7(3) of SEBI (Listing Obligatio...
111,12-03-2018,Others,In terms of 'Code of Internal Procedures and Code of Conduct for Regulat...
112,07-03-2018,Others,Updates on Avenue E-Commerce Limited as per Regulation 30 of the SEBI (L...
113,02-02-2018,Others,Updates on Acquisition of Shares in Avenue E-Commerce Limited
114,15-01-2018,Others,"Notice  of the Board Meeting scheduled to be held on Thursday, January  ..."
115,16-10-2017,Others,"Outcome of the Board Meeting held on October 14, 2017."
116,05-10-2017,Others,Newspaper  advertisement with respect to the Board Meeting of  the  Comp...
117,07-09-2017,Others,Proceedings  of  the  17th Annual General Meeting of the  Company  held ...
118,25-07-2017,Others,"Extract  of  Financial  Results  for the quarter ended  on  June  30,  2..."
119,24-07-2017,Others,"Outcome of the Board Meeting held on July 22, 2017."
120,19-06-2017,Others,Pursuant to listing of shares of the Company on BSE Limited and on Natio...
121,14-06-2017,Others,In  terms  of  'Code  of  Internal  Procedures  and  Code  of  Conduct  ...
122,02-05-2017,Others,"Notice of the Board Meeting scheduled to be held on Saturday, May 6, 2017"
123,03-04-2017,Others,List  of  Key Managerial Personal (KMP's) to determine  materiality  of ...
124,21-03-2017,Others,Trading  Members  of the Exchange are hereby informed that  effective  f...
