,Announcement_Date,PURPOSE,REMARKS
32,30-01-2020,Others,Sub :  L&T Construction awarded (*Large) contract for  its Water & Efflu...
33,23-01-2020,Others,Sub :  Intimation to Stock Exchanges regarding publication of Financial ...
34,21-01-2020,Others,Sub:  Intimation under Regulation 50(2) and other relevant provisions of...
35,17-01-2020,Others,Sub :  Submission of information regarding loss of share certificates an...
36,16-01-2020,Others,Sub :  Submission of information regarding loss of share certificates an...
37,15-01-2020,Others,Sub :  L&T Construction awarded (*Large) contracts for  its various busi...
38,07-01-2020,Others,Submission of information regarding loss of share certificates and issue...
39,26-12-2019,Others,Sub :  Submission of information regarding loss of share certificates an...
40,12-12-2019,Others,Sub:  L&T Construction awarded (*Significant) contract  for its Heavy Ci...
41,07-12-2019,Others,Sub:  Change of name of our Registrar & Transfer Agent (RTA) from Karvy ...
42,21-11-2019,Others,Sub :  Submission of information regarding loss of share certificates an...
43,13-11-2019,Others,Sub :  Submission of information regarding loss of share certificates an...
44,11-11-2019,Others,Sub:    L&T Construction awarded (*Significant)   contracts for its vari...
45,06-11-2019,Others,Schedule of Analyst/Institutional Investor Meet
46,02-11-2019,Others,Sub :  Submission of information regarding loss of share certificates an...
47,30-10-2019,Others,Sub.:  Investor Presentation     Pursuant to Regulation 46(2) of the SEB...
48,24-10-2019,Others,We have for reference our clarifications to stock exchanges dated Februa...
49,23-10-2019,Others,Sub.:  Appointment of Company Secretary and Compliance Officer  We would...
50,19-10-2019,Others,"Pursuant to the above, we enclose a copy of certificate dated 18th Octob..."
51,18-10-2019,Others,Pursuant to the regulation 30 of the SEBI (Listing Obligations and Discl...
52,15-10-2019,Others,Schedule of Analyst / Institutional Investor Meet
53,12-10-2019,Others,No.of Investor complaints pending at the beginning of the quarter  No.of...
54,10-10-2019,Others,Sub:    L&T Construction awarded (*Significant)  contracts for its Power...
55,09-10-2019,Others,LARSEN & TOUBRO LTD.has informed BSE that the meeting of the Board of Di...
56,30-09-2019,Others,Submission of information regarding loss of share certificates and issue...
57,28-09-2019,Others,Submission of information regarding loss of share certificates and issue...
58,23-09-2019,Others,Sub:   L&T Construction has commenced executing  one of India's Largest ...
59,19-09-2019,Others,Sub :  Submission of information regarding loss of share certificates an...
60,18-09-2019,Others,Sub :  Submission of information regarding loss of share certificates an...
61,16-09-2019,Others,Sub:   L&T Construction awarded (*Significant) contracts for its various...
62,11-09-2019,Others,Sub:   L&T Oman awarded a (*Significant) contract  for its Buildings & F...
63,09-09-2019,Others,Sub :  Submission of information regarding loss of share certificates an...
64,03-09-2019,Others,Sub:   L&T Construction awarded a (Major*) Contract to construct the Nav...
65,31-08-2019,Others,"Dear Sir,   Sub.:  L&T CONSTRUCTION BAGGED PRESTIGIOUS ORDER  We wish to..."
66,30-08-2019,Others,Sub:   L&T's Power Business Wins (Large*) order from THDC India Ltd  We ...
67,26-08-2019,Others,Sub :  Submission of information regarding loss of share certificates an...
68,22-08-2019,Others,Sub:   L&T Hydrocarbon Engineering awarded  (Large*) EPCI Project from S...
69,09-08-2019,Others,Schedule of Analyst / Institutional Investor Meet
70,06-08-2019,Others,The Exchange has sought clarification from Larsen & Toubro Ltd with resp...
71,02-08-2019,Others,Larsen & Toubro Ltd has informed BSE regarding the details of Voting res...
72,31-07-2019,Others,Sub.:  Investor Presentation     Pursuant to Regulation 46(2) of the SEB...
73,26-07-2019,Others,Sub :  Submission of information regarding loss of share certificates an...
74,25-07-2019,Others,The Exchange had sought clarification from Larsen & Toubro Ltd with refe...
75,24-07-2019,Others,Sub :  Intimation to Stock Exchanges regarding publication of Financial ...
76,19-07-2019,Others,Sub :  L&T's Power Business wins (significant*) orders from DVC  We send...
77,15-07-2019,Others,Sub :  Submission of information regarding loss of share certificates an...
78,13-07-2019,Others,No.of Investor complaints pending at the beginning of the quarter  No.of...
79,11-07-2019,Others,Sub:   L&T Construction awarded (significant*) contracts for its various...
80,09-07-2019,Others,LARSEN & TOUBRO LTD.has informed BSE that the meeting of the Board of Di...
81,02-07-2019,Others,"Dear Sir,  Further to our letter dated March 18, 2019 informing about ac..."
82,28-06-2019,Others,Sub :  Filing of Annual Report  of the Company for the year  ended 31st ...
83,27-06-2019,Others,Sub:   L&T Hydrocarbon Engineering Awarded (Large*) Twin Contracts from ...
84,26-06-2019,Others,Sub :  Submission of information regarding loss of share certificates an...
85,24-06-2019,Others,Sub:   L&T Wins 2x660 MW power project (mega*) order in Bihar  We send h...
86,21-06-2019,Others,Submission of information regarding loss of share certificates and issue...
87,19-06-2019,Others,Sub:   L&T Construction awarded (Significant*)  contract for water suppl...
88,11-06-2019,Others,The Exchange has received the disclosure under Regulation 29(2) of SEBI ...
89,10-06-2019,Others,We refer to our intimations to stock exchanges on the captioned subject ...
90,08-06-2019,Others,"In terms of Regulation 23(9) of the LODR Regulations, we enclose herewit..."
91,06-06-2019,Others,Submission of information regarding loss of share certificates and issue...
92,01-06-2019,Others,"Re: Allotment of 2,19,325 equity shares to FCCB Holders  This is to info..."
93,16-05-2019,Others,Submission of information regarding loss of share certificates and issue...
94,14-05-2019,Others,Annual Secretarial Compliance Report  Sr. No. Particulars Details  1Peri...
95,11-05-2019,Others,Submission of information regarding loss of share certificates and issue...
96,09-05-2019,Others,Schedule of Analyst / Institutional Investor Meet
97,07-05-2019,Others,Submission of information regarding loss of share certificates and issue...
98,03-05-2019,Others,Submission of information regarding loss of share certificates and issue...
99,02-05-2019,Others,Larsen & Toubro Ltd has informed BSE regarding a Prese Release dated May...
100,26-04-2019,Others,Larsen & Toubro Ltd has informed BSE that a Meeting of the Board of Dire...
101,24-04-2019,Others,Raising long term debt and non-dilutive hybrid capital
102,22-04-2019,Others,Pursuant to Regulation 7(3) of the SEBI (Listing Obligations and Disclos...
103,18-04-2019,Others,Update on Divestment of Electrical & Automation Business
104,17-04-2019,Others,No.of Investor complaints pending at the beginning of the quarter  No.of...
105,05-04-2019,Others,Sub :  Submission of information regarding loss of share certificates an...
106,04-04-2019,Others,Sub:   L&T Hydrocarbon Engineering awarded (Significant*) contracts acro...
107,03-04-2019,Others,Pursuant to the Regulation 30 of the SEBI (Listing Obligations and Discl...
108,02-04-2019,Others,Submission of information regarding loss of share certificates and issue...
109,01-04-2019,Others,Sub:   L&T awarded a Large* Contract for New Strategic Gas Export Pipeli...
110,30-03-2019,Others,Disclosures under SEBI (Prohibition of Insider Trading)          (Amendm...
111,29-03-2019,Others,"L&T Announces a New Strategic Initiative,L&T-Nxt"
112,28-03-2019,Others,Sub:   L&T Construction Wins (Significant*) Contracts for Various Busine...
113,26-03-2019,Others,L&T Hydrocarbon Engineering Awarded a Large* Contract for Coke Calciner ...
114,25-03-2019,Others,Sub :  Allotment of Shares  We wish to inform you that the Company has a...
115,19-03-2019,Others,Sub.:  Investor Presentation     Pursuant to Regulation 46(2) of the SEB...
116,12-03-2019,Others,Sub :  Submission of information regarding loss of share certificates an...
117,07-03-2019,Others,Sub:   L&T Construction Awarded (Large*) Contracts for its Buildings & F...
118,06-03-2019,Others,Sub:   L&T Construction awarded large* contract for Metro Rail project P...
119,05-03-2019,Others,Sub:   L&T Construction awarded contracts for Water & Effluent Treatment...
120,28-02-2019,Others,Company's clarification to the Stock Exchanges dated 18th February 2019 ...
121,25-02-2019,Others,The Exchange had sought clarification from Larsen & Toubro Ltd with refe...
122,22-02-2019,Others,Schedule of Analyst / Institutional Investor Meet.
123,18-02-2019,Others,"News Clarification/ Verification -February 18, 2019"
124,14-02-2019,Others,Sub: L&T Construction Awarded Significant*  Contracts for the Power Tran...
125,12-02-2019,Others,Sub:   L&T Hydrocarbon Engineering Awarded  a Mega* Contract for South W...
126,04-02-2019,Others,Sub:    L&T Construction Awarded Significant* Contracts for Individual R...
127,31-01-2019,Others,Sub:   L&T Hydrocarbon Engineering Awarded Two Significant Contracts for...
128,30-01-2019,Others,"Dear Sir,  Sub.:  Investor Presentation     Pursuant to Regulation 46(2)..."
129,25-01-2019,Others,Sub :  Allotment of Shares  We wish to inform you that the Company has a...
130,19-01-2019,Others,"The Company had proposed a buyback of up to 6,10,16,949 equity shares fr..."
131,18-01-2019,Others,Schedule of Analyst / Institutional Investor Meet.
132,16-01-2019,Others,No.of Investor complaints pending at the beginning of the quarter  No.of...
133,15-01-2019,Others,Sub:    L&T Hydrocarbon Consortium Wins another EPCI Order from Saudi Ar...
134,07-01-2019,Others,Larsen & Toubro Ltd has informed BSE regarding Payment of Interest.
135,03-01-2019,Others,"Sub:    L&T Construction Wins Orders Valued Rs. 1,060 Crore.  We send he..."
136,31-12-2018,Others,"Sub: L&T Construction Wins Orders Valued Rs.2,084 Crore.We send herewith..."
137,27-12-2018,Others,"Sub:    L&T Construction Wins Orders Valued Rs. 2,357 Crore.  We send he..."
138,07-12-2018,Others,"Sub:    L&T Construction Wins Orders Valued Rs.2,547 Crore  We send here..."
139,05-12-2018,Others,Sub:    L&T Construction Wins Orders Valued Rs.2106 Crore  We send herew...
140,03-12-2018,Others,"Sub:    L&T Construction Wins Orders Valued  Rs. 1,127 Crore  We send he..."
141,27-11-2018,Others,"The Company has been informed today, that pursuant to Order of the Hyder..."
142,24-11-2018,Others,Schedule of Analyst / Institutional Investor Meet.
143,12-11-2018,Others,Schedule of Analyst / Institutional Investor Meet.
144,02-11-2018,Others,Sub:    L&T Construction Wins Orders Valued ? 1329 Crore  We send herewi...
145,31-10-2018,Others,Standalone Unaudited Financial Results for the quarter and half year end...
146,23-10-2018,Others,Pursuant to Regulation 46(2) of the SEBI (Listing Obligations and Disclo...
147,20-10-2018,Others,"Pursuant to the above, we enclose a copy of certificate dated 17th Octob..."
148,17-10-2018,Others,No.of Investor complaints pending at the beginning of the quarter  No.of...
149,15-10-2018,Others,"Sub:   L&T Heavy Engineering Wins Orders Valued Rs.1,050 Crore  We send ..."
150,08-10-2018,Others,Sub:   Power Transmission and Distribution Business of L&T Construction ...
151,05-10-2018,Others,Public Announcement for Buyback of Equity Shares - Intimation under Regu...
152,04-10-2018,Others,Sub:   L&T Hydrocarbon Engineering Consortium Wins Largest Oil & Gas Sub...
153,03-10-2018,Others,Larsen & Toubro Ltd has informed BSE regarding the details of Voting res...
154,01-10-2018,Others,Sub:   Heavy Civil Infrastructure Business of L&T Construction Wins Orde...
155,29-09-2018,Others,Sub :  Allotment of Shares  We wish to inform you that the Company has a...
156,28-09-2018,Others,"Sub:   L&T Construction Wins Orders Valued Rs. 1,477 Crore   We send her..."
157,27-09-2018,Others,"Sub:   L&T's Power Business Wins Orders Worth Rs.1,400 Crore   We send h..."
158,24-09-2018,Others,Larsen & Toubro Ltd has informed BSE regarding Payment of Annual Interest.
159,18-09-2018,Others,Sub:   L&T Construction Wins Orders Valued Rs. 2048 Crore   We send here...
160,04-09-2018,Others,Larsen & Toubro Ltd has informed BSE regarding Payment of Interest.
161,03-09-2018,Others,Larsen & Toubro wins orders valued Rs. 2654 crores
162,31-08-2018,Others,Sub :  Postal Ballot Notice   Further to our intimation dated 23rd Augus...
163,27-08-2018,Others,"Sub:   Larsen & Toubro Construction Wins Order Valued Rs. 1,394 Crore  W..."
164,24-08-2018,Others,Larsen & Toubro Ltd has informed BSE regarding the details of Voting res...
165,23-08-2018,Others,Re :  73rd Annual General Meeting of the Company for FY 2017-18 held on ...
166,18-08-2018,Others,LARSEN has informed BSE that the meeting of the Board of Directors of th...
167,13-08-2018,Others,Sub :  Allotment of Shares  We wish to inform you that the Company has a...
168,09-08-2018,Others,"Sub:   L&T's Power Business Wins Orders Worth Rs. 1,080 Crore   We send ..."
169,07-08-2018,Others,"Sub : Larsen & Toubro Construction Wins Orders Valued Rs.1,904 Crore  We..."
170,25-07-2018,Others,The Exchange has sought clarification from Larsen & Toubro Ltd with resp...
171,18-07-2018,Others,Sub.:  Schedule of Analyst / Institutional Investor Meet.   Pursuant to ...
172,17-07-2018,Others,No.of Investor complaints pending at the beginning of the quarter  No.of...
173,13-07-2018,Others,Sub:   Buildings & Factories Business of L&T Construction Wins Orders Va...
174,12-07-2018,Others,Sub:   Water & Effluent Treatment Business of L&T Construction Wins Orde...
175,11-07-2018,Others,Pursuant to Regulation 29(1) (a) of the SEBI (Listing Obligations and Di...
176,06-07-2018,Others,Schedule of Analyst / Institutional Investor Meet
177,14-06-2018,Others,Schedule of Analyst / Institutional Investor Meet
178,12-06-2018,Others,Sub:   L&T Construction to construct an iconic bridge across the river K...
179,11-06-2018,Others,Sub:   L&T Construction Wins Orders Valued Rs. 2210 Crore   We send here...
180,28-05-2018,Others,Pursuant to Regulation 46(2) of the SEBI (Listing Obligations and Disclo...
181,25-05-2018,Others,Sub : L&T Construction Wins An Order of Rs. 3191 Crore  'Electrical & Me...
182,23-05-2018,Others,"Sub:   L&T Construction Wins Order Valued Rs.1,425 Crore  We send herewi..."
183,22-05-2018,Others,"Sub:   L&T Construction Wins Orders Valued ? 4,033 Crore  We send herewi..."
184,21-05-2018,Others,Sub:   L&T Hydrocarbon Engineering Awarded Two Significant Contracts for...
185,18-05-2018,Others,Sub.:  Schedule of Analyst / Institutional Investor Meet.   Pursuant to ...
186,17-05-2018,Others,Sub:   Power Transmission & Distribution Business of L&T Construction Wi...
187,04-05-2018,Others,Pursuant to the regulation 30 of the SEBI (Listing Obligations and Discl...
188,03-05-2018,Others,Re. Resignation of Director  Pursuant to Regulation 30(2) of the SEBI (L...
189,01-05-2018,Others,"Dear Sir,  Pursuant to the regulation 30 of the SEBI (Listing Obligation..."
190,30-04-2018,Others,L&T Synchronises MP Power Plant Unit  In Record Time
191,20-04-2018,Others,With reference to news appeared in economictimes.indiatimes.com dated Ap...
192,19-04-2018,Others,"Pursuant to the above, we enclose a copy of certificate dated 16th April..."
193,11-04-2018,Others,We send herewith a copy of Press Release that is being issued by the Com...
194,06-04-2018,Others,The Exchange had sought clarification from Larsen & Toubro Ltd with resp...
195,28-03-2018,Others,"Sub:   L&T Construction Wins Orders Valued Rs. 1,521 Crore   We send her..."
196,27-03-2018,Others,Sub: Power Transmission & Distribution Business of L&T Construction Wins...
197,23-03-2018,Others,We send herewith a copy of Press Release that is being issued by the Com...
198,22-03-2018,Others,L&T Construction's Water & Effluent Treatment Business enters the GUINNE...
199,16-03-2018,Others,"Sub:   L&T Construction & DFCCIL signs contract valued Rs. 2,864 Crore f..."
200,14-03-2018,Others,Sub:L&T Hydrocarbon Engineering Wins Orders worth in excess of Rs.1600 C...
201,12-03-2018,Others,Sub:   L&T JV Secures Rs.442 Crore Order For Nuclear  Steam Generator Fo...
202,01-03-2018,Others,"Sub: L&T Construction Wins Orders Valued Rs. 1,593 CroreWe send herewith..."
203,23-02-2018,Others,"Sub:   L&T Construction Wins Orders Valued Rs. 1,266 Crore   We send her..."
204,19-02-2018,Others,Sub:   L&T Construction Wins Orders Valued Rs. 1680 Crore   We send here...
205,15-02-2018,Others,"Sub:   L&T Construction Wins Orders Valued Rs. 1,585 Crore   We send her..."
206,12-02-2018,Others,"Sub:   L&T Hydrocarbon Engineering Secures Order Valued more than Rs. 2,..."
207,02-02-2018,Others,Sub: L&T Construction Wins Orders Valued Rs. 2275 Crore We send herewith...
208,01-02-2018,Others,The Exchange had sought clarification from Larsen & Toubro Ltd with resp...
209,31-01-2018,Others,"We  wish  to inform you that, the Board of Directors at  its  meeting  h..."
210,22-01-2018,Others,Sub:  L&T Launches Second Offshore Patrol Vessel for Indian Coast Guard ...
211,17-01-2018,Others,Pursuant  to  Regulation  29(1) (a) of the SEBI  (Listing  Obligations  ...
212,15-01-2018,Others,Sub:  L&T Construction Wins Orders Valued Rs.1310 Crore We send herewith...
213,09-01-2018,Others,Trading  Members  of the Exchange are requested to note that in  the  Da...
214,08-01-2018,Others,"L&T Construction Wins Orders Valued Rs. 2,265 Crore"
215,05-01-2018,Others,"Sub: L&T Hydrocarbon Engineering Secures Order worth about Rs.1,483  Cro..."
216,02-01-2018,Others,L&T   Construction  Wins  Orders  Valued  Rs.  1454  Crores  Wins   incl...
217,01-01-2018,Others,"Sub:  L&T Hydrocarbon Engineering Secures Orders Valued Approx.  Rs.  2,..."
218,28-12-2017,Others,Sub:  L&T Construction Wins Orders Valued Rs.1600 Crore We send herewith...
219,27-12-2017,Others,Sub:  L&T Construction Wins Orders Valued Rs.1125 Crore We send herewith...
220,26-12-2017,Others,Sub:  L&T Construction Wins Orders Valued Rs.3355 Crore We send herewith...
221,14-12-2017,Others,Sub:  L&T  commissions  225  MW Sikalbaha Combined  Cycle  Power  Plant ...
222,07-12-2017,Others,"Sub: L&T Hydrocarbon Engineering Wins Order Valued Over Rs.1,600 Crores ..."
223,29-11-2017,Others,Sub:  L&T Bags EPC Order for 400 MW Gas Based Power Plant in Bangladesh ...
224,27-11-2017,Others,Sub:  L&T Construction Wins Orders Valued Rs.3572 Crore We send herewith...
225,20-11-2017,Others,Sub:  L&T Construction to build Mumbai Trans Harbour Link Order  valued ...
226,13-11-2017,Others,Sub  :  Allotment  of Shares We wish to inform you  that  the  Company  ...
227,10-11-2017,Others,Sub: L&T Construction Wins Orders Valued Rs.4023 Crores We send herewith...
228,26-10-2017,Others,L&T Construction Wins Orders Valued Rs.3551 Crores We send herewith a  c...
229,12-10-2017,Others,SALE OF STAKE IN EWAC ALLOYS LIMITED
230,03-10-2017,Others,"Acquisition of partner's stake in L&T Cassidian Limited, a JV Company"
231,04-09-2017,Others,Intimation  regarding  application  filed by  our  subsidiary  company  ...
232,24-08-2017,Others,Re : Shareholders' Meeting of the Company convened by the National  Comp...
233,18-08-2017,Others,"Dear Sir, Sub: L&T Delivers Two More High Speed Interceptor ships to Ind..."
234,14-08-2017,Others,Sub  :  Allotment  of Shares We wish to inform you  that  the  Company  ...
235,10-08-2017,Others,Investor  Presentation  Pursuant to Regulation 46(2) of the  SEBI  (List...
236,01-08-2017,Others,Notice of the 72nd Annual General Meeting of the Company
237,28-07-2017,Others,Q1FY18  Analyst  Presentation  Pursuant to Regulation  46(2)  of  the  S...
238,24-07-2017,Others,Sub:  Submission of the details regarding the voting results of the  Pos...
239,21-07-2017,Others,"SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015..."
240,10-07-2017,Others,Sub  :  Allotment  of Shares We wish to inform you  that  the  Company  ...
241,05-07-2017,Others,Notice of Record Date for issue of Bonus Shares
242,30-06-2017,Others,Mr.  S.N. Subrahmanyan to assume office as CEO and MD of L&T from  July ...
243,20-06-2017,Others,L&T launches Navy's Floating Dock Reaffirms capabilities to deliver Defe...
244,19-06-2017,Others,Sub: Clarification
245,30-05-2017,Others,Investor Presentation.FY 17  Pursuant  to  Regulation 46(2) of the  SEBI...
246,29-05-2017,Others,Larsen  &  Toubro Ltd has informed BSE that the Board of Directors  of  ...
247,15-05-2017,Others,Larsen  &  Toubro  Ltd  has informed BSE that a Meeting  of  the  Board ...
248,24-04-2017,Others,Scheme  of  Arrangement  between Larsen & Toubro Limited  ('L&T')  and  ...
249,10-04-2017,Others,"We  wish to inform you that the Company has allotted 3,05,464  (Three  L..."
250,07-04-2017,Others,Board Meeting Outcome The Board of Directors of the Company at its  meet...
251,29-03-2017,Others,Update on Share Purchase Agreement executed by L&T Realty Limited for  s...
252,20-03-2017,Others,Sub: Update on Share Purchase Agreement executed by L&T Realty Limited  ...
253,14-03-2017,Others,Intimation of record date and date of payment of interest/redemption  un...
254,01-03-2017,Others,Larsen  &  Toubro  Ltd has informed BSE regarding  a  Press  Release  da...
255,27-02-2017,Others,Larsen  &  Toubro Ltd has submi??ed to BSE a copy of  Press  Release  da...
256,30-01-2017,Others,Larsen  &  Toubro  Ltd has announced the  following  Un-audited  Standal...
257,27-01-2017,Others,Larsen  &  Toubro  Ltd has informed BSE regarding  a  Press  Release  da...
258,20-01-2017,Others,Larsen  &  Toubro Ltd has submitted to BSE a copy of  Press  Release  da...
259,03-01-2017,Others,Larsen  &  Toubro  Ltd has informed BSE regarding  a  Press  Release  da...
260,25-11-2016,Others,Larsen  &  Toubro  Ltd has informed BSE regarding  a  Press  Release  da...
261,23-11-2016,Others,Larsen & Toubro Ltd has submitted to BSE a copy of Analyst Presentation ...
262,22-11-2016,Others,"Larsen & Toubro Ltd has informed BSE that the Company has allotted 3,42,..."
263,09-11-2016,Others,Larsen  &  Toubro Ltd has informed BSE that the Board of Directors  of  ...
264,30-09-2016,Others,Larsen & Toubro Ltd has informed BSE regarding Report on audit of  Share...
265,23-09-2016,Others,Larsen  & Toubro Ltd has submitted to BSE a copy of minutes of 71st  Ann...
266,22-09-2016,Others,"With  reference  to  the  earlier announcement  dated  July  15,  2016  ..."
267,09-09-2016,Others,"With  reference  to  the earlier letter dated June  03,  2016  wherein  ..."
268,22-08-2016,Others,"Larsen & Toubro Ltd has informed BSE that the Company has allotted 1,80,..."
269,17-08-2016,Others,Larsen & Toubro Ltd has informed BSE regarding a Press Release dated Aug...
270,03-08-2016,Others,"Larsen & Toubro Ltd has informed BSE that Mr. Bahram N. Vakil,  Independ..."
271,29-07-2016,Others,"Larsen & Toubro Ltd has informed BSE that the Company has allotted 1,45,..."
272,15-07-2016,Others,In relation to the Proposed initial public offering of equity shares of ...
273,07-07-2016,Others,Larsen  & Toubro Ltd has informed BSE regarding a Press Release dated  J...
274,05-07-2016,Others,Larsen  & Toubro Ltd has informed BSE regarding a Press Release dated  J...
275,30-05-2016,Others,"Larsen & Toubro Ltd has informed BSE that the Company has allotted 1,73,..."
276,26-05-2016,Others,Larsen  &  Toubro  Ltd  has informed BSE that  Mr.  Sanjeev  Aga  has  b...
277,25-05-2016,Others,Larsen  &  Toubro Ltd has informed BSE regarding Change of  Registrar  a...
278,19-05-2016,Others,"Larsen  & Toubro Ltd has informed BSE that Mr. Swapan Dasgupta, Nominee ..."
279,05-05-2016,Others,Larsen  &  Toubro Ltd has informed BSE regarding Change of  Registrar  a...
280,27-04-2016,Others,Larsen & Toubro Ltd has informed BSE regarding a Press Release dated  Ap...
281,26-04-2016,Others,A M Naik has submitted the disclosures under Reg.13(4) of SEBI (Prohibit...
282,18-04-2016,Others,Larsen & Toubro Ltd has informed BSE regarding Payment of Interest.
283,11-04-2016,Others,Larsen  &  Toubro  Ltd has informed BSE that:  Larsen  &  Toubro  Infote...
284,05-04-2016,Others,Larsen & Toubro Ltd has informed BSE regarding a Press Release dated  Ap...
285,31-03-2016,Others,Larsen & Toubro Ltd has informed BSE regarding a Press Release dated  Ma...
286,23-03-2016,Others,Larsen & Toubro Ltd has informed BSE regarding a Press Release dated  Ma...
287,15-03-2016,Others,Larsen & Toubro Ltd has informed BSE regarding a Press Release dated  Ma...
288,04-03-2016,Others,Larsen   &  Toubro  Ltd  has  informed  BSE  regarding  Sale  of   Casti...
289,01-03-2016,Others,Larsen & Toubro Ltd has informed BSE regarding a Press Release dated  Ma...
290,25-02-2016,Others,Larsen  &  Toubro  Ltd has informed BSE regarding  a  Press  Release  da...
291,19-02-2016,Others,Larsen  &  Toubro  Ltd has informed BSE regarding  a  Press  Release  da...
292,15-02-2016,Others,With  reference  to news reported - in The Economic Times on  February  ...
293,08-02-2016,Others,"Larsen  &  Toubro  Ltd  has informed BSE  that  the  listed,  Secured  N..."
294,03-02-2016,Others,Larsen  &  Toubro Ltd has informed BSE regarding Interest  and  Redempti...
295,02-02-2016,Others,Larsen  &  Toubro  Ltd has informed BSE regarding Schedule  of  Analyst ...
296,29-01-2016,Others,Larsen  &  Toubro  Ltd  has informed BSE that Mr. M.  V.  Satish  has  b...
297,22-01-2016,Others,Larsen  &  Toubro  Ltd has informed BSE regarding  a  Press  Release  da...
298,20-01-2016,Others,Larsen  &  Toubro  Ltd has informed BSE regarding  a  Press  Release  da...
299,14-01-2016,Others,Larsen  &  Toubro  Ltd  has informed BSE that a meeting  of  the  Board ...
300,13-01-2016,Others,Larsen  &  Toubro  Ltd has informed BSE regarding  Quarterly  Statement ...
301,12-01-2016,Others,Larsen  &  Toubro  Ltd has informed BSE regarding  a  Press  Release  da...
302,07-01-2016,Others,Larsen  &  Toubro  Ltd has informed BSE regarding  a  Press  Release  da...
303,06-01-2016,Others,Larsen  &  Toubro  Ltd has informed BSE regarding  a  Press  Release  da...
304,23-12-2015,Others,Larsen  &  Toubro  Ltd has informed BSE regarding  a  Press  Release  da...
305,22-12-2015,Others,Larsen  &  Toubro Ltd has submitted to BSE a copy of  Press  Release  da...
306,15-12-2015,Others,Larsen  &  Toubro  Ltd has informed BSE regarding  a  Press  Release  da...
307,08-12-2015,Others,Larsen  &  Toubro  Ltd has informed BSE regarding  a  Press  Release  da...
308,30-11-2015,Others,Larsen & Toubro Ltd has informed BSE that pursuant to regulation 30 (5) ...
309,26-11-2015,Others,Larsen  &  Toubro Ltd has submitted to BSE a copy of  Press  Release  da...
310,09-11-2015,Others,Larsen  &  Toubro  Ltd has informed BSE regarding  a  Press  Release  da...
311,30-10-2015,Others,"Larsen & Toubro Ltd has informed BSE that the Company has allotted 5,52,..."
312,19-10-2015,Others,Larsen  &  Toubro  Ltd has informed BSE regarding  a  Press  Release  da...
313,15-10-2015,Others,Larsen  &  Toubro  Ltd  has informed BSE that a meeting  of  the  Board ...
