,Announcement_Date,PURPOSE,REMARKS
28,02-01-2020,Others,Grant of Restricted Stock Units
29,18-12-2019,Others,Allotment of Equity Shares
30,09-12-2019,Others,Pursuant to regulation 30 of SEBI (Listing Obligations and Disclosure Re...
31,19-11-2019,Others,"University of Oulu, Wipro Sign MoU to Collaborate on 5G/6G Technologies"
32,15-11-2019,Others,"We hereby inform you that company has allotted 28,134 equity shares unde..."
33,13-11-2019,Others,Disclosure of Related Party Transactions for the period ended September ...
34,25-10-2019,Others,Wipro Gallagher Solutions Launches NetOxygen P.U.L.S.E.
35,23-10-2019,Others,Pursuant to Regulation 74(5) of SEBI (Depositories and Participants) Reg...
36,22-10-2019,Others,Pursuant to regulation 30 of SEBI (Listing Obligations and Disclosure Re...
37,21-10-2019,Others,"Topcoder n-Demand Digital Talent Platform Includes New Data Science, Al ..."
38,16-10-2019,Others,Auditor''s Report on financial statements for the quarter ended Septembe...
39,15-10-2019,Others,Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Re...
40,12-10-2019,Others,certificate received from Practicing Company Secretary pursuant to n 40(...
41,11-10-2019,Others,This is to certify that all activities with respect to both physical and...
42,09-10-2019,Others,No.of Investor complaints pending at the beginning of the quarter  No.of...
43,04-10-2019,Others,WIPRO LIMITED TO ANNOUNCE RESULTS FOR THE SECOND QUARTER ENDED SEPTEMBER...
44,01-10-2019,Others,"Please refer to our letter dated September 4, 2019 where we informed tha..."
45,25-09-2019,Others,"Company has allotted 2,13,469 equity shares under ADS Restricted Stock U..."
46,22-09-2019,Others,Spirit of Wipro Run Brings Together Participants from 110 Cities Across ...
47,18-09-2019,Others,Wipro positioned as a Leader in Gartner''s Magic Quadrant for Data Cente...
48,16-09-2019,Others,Allotment of Equity Shares
49,13-09-2019,Others,"Completion of extinguishment of 32,30,76,923 (Thirty Two Crores Thirty L..."
50,11-09-2019,Others,Newspaper Publication-Post Buyback announcement
51,09-09-2019,Others,Wipro Positioned as Global Market Leader in Digital Workplace Services b...
52,06-09-2019,Others,Wipro positioned as a Leader in IDC MarketScape: Worldwide Artificial In...
53,04-09-2019,Others,Disclosure under regulation 30 of the Securities and Exchange Board of I...
54,29-08-2019,Others,"Wipro,Google Cloud expand partnership to accelerate digital transformati..."
55,20-08-2019,Others,Wipro collaborates with IISc for advanced research and innovation in aut...
56,13-08-2019,Others,"Wipro Ltd has informed BSE regarding a Press Release dated August 13, 20..."
57,07-08-2019,Others,Aeroports de Montreal selects Wipro as IT and business transformation pa...
58,05-08-2019,Others,"Pursuant to Regulation 39(3) of SEBI LODR Regulations, this is to inform..."
59,02-08-2019,Others,"Further to our letter dated July 31 , 2019, we are enclosing herewith co..."
60,01-08-2019,Others,Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Re...
61,31-07-2019,Others,This is to inform you that the Company received final comments from the ...
62,26-07-2019,Others,lntimation of Schedute of Analvst / tnstitutional lnvestor Meetinqs unde...
63,24-07-2019,Others,Intimation of Schedule of Analyst/ Institutional Investor Meetings under...
64,19-07-2019,Others,Wipro Ltd has informed BSE regarding the details of Voting results of AG...
65,17-07-2019,Others,"Change in Composition of Board Committees with effect from August 1, 2019."
66,10-07-2019,Others,"WIPRO LIMITED TO ANNOUNCE RESULTS FOR THE FIRST QUARTER ENDED JUNE 30, 2..."
67,08-07-2019,Others,No.of Investor complaints pending at the beginning of the quarter  No.of...
68,02-07-2019,Others,Minutes of the Resolutions passed by way of Postal Ballot
69,01-07-2019,Others,WIPRO LTD.has informed BSE that the meeting of the Board of Directors of...
70,27-06-2019,Others,Announcement under Reg 30 of SEBI LODR
71,24-06-2019,Others,Pursuant to Regulation 47 of the SEBI (Listing Obligations and Disclosur...
72,20-06-2019,Others,Notice of Annual General Meeting and Annual Report for Financial Year 20...
73,13-06-2019,Others,Wipro Opens New State-of-the-Art Digital and Technology Center in Minnea...
74,12-06-2019,Others,Wipro positioned as a ''Leading Player'' in ''Zinnov Zones for Digital S...
75,10-06-2019,Others,Wipro rolls out Total Operations System (TOPS) CREW for global airlines
76,06-06-2019,Others,Completion of Divestment of Wipro's Workday and Cornerstone OnDemand Bus...
77,05-06-2019,Others,Disclosure under regulation 30 of the Securities and Exchange Board of I...
78,03-06-2019,Others,"This has reference to our earlier letter dated April 16, 2019, informing..."
79,29-05-2019,Others,Annual Secretarial Compliance Report  Sr. No. Particulars Details  1Peri...
80,16-05-2019,Others,Allotment of Eouitv Shares
81,15-05-2019,Others,Pursuant to Regulation 29(3) of SEBI LODR - Disclosure of Related Party ...
82,08-05-2019,Others,allotment of ESOPs
83,07-05-2019,Others,"Wipro, R3 build blockchain-based solution prototype to power digital cur..."
84,06-05-2019,Others,Wipro Gallagher Solutions Wins HousingWire Tech100 Award
85,30-04-2019,Others,Format of Initial Disclosure to be made by an entity identified as a Lar...
86,24-04-2019,Others,Certificate under Regulation 40(9) and 40(10) of SEBI (Listing Obi gatio...
87,22-04-2019,Others,Allotment of ESOPs
88,18-04-2019,Others,The Exchange has sought clarification from Wipro Ltd with respect to new...
89,16-04-2019,Others,Press Release_Earnings
90,11-04-2019,Others,Certificate under Regulation 40(9) and 40(10) of SEBI (Listing Obligatio...
91,10-04-2019,Others,Further to our earlier intimation of a meeting of the board of directors...
92,09-04-2019,Others,Wipro Scores High on LGBT Workplace Equality in 2019 Corporate Equality ...
93,05-04-2019,Others,"WIPRO LIMITED TO ANNOUNCE RESULTS FOR THE FOURTH QUARTER ENDED MARCH 31,..."
94,03-04-2019,Others,Newspaper Advertisement- Regulation 47 of SEBI (Listing Obligations and ...
95,02-04-2019,Others,Completion of Divestment of Wipro''s Workday and Cornerstone On Demand B...
96,01-04-2019,Others,Pursuant to the requirement under the Regulation 8 (2) of the SESI (Proh...
97,30-03-2019,Others,Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Re...
98,28-03-2019,Others,Wipro and IIT Kharagpur partner for advanced research in 5G and AI
99,18-03-2019,Others,Press Release
100,13-03-2019,Others,We are enclosing a copy of Press Release being issued by Azim Premji Fou...
101,11-03-2019,Others,Wipro Positioned as a Leader in the IDC MarketScape: Worldwide DevOps Se...
102,08-03-2019,Others,Allotment of Bonus Equity Shares
103,04-03-2019,Others,Wipro and Risklens Partner to Offer Cyber Risk Quantification Solutions ...
104,27-02-2019,Others,Alight to acquire Workday and Cornerstone OnDemand Business from Wipro
105,24-02-2019,Others,Postal Ballot- Scrutinizer''s Report and amended Memorandum of Association
106,19-02-2019,Others,Allotment of equity Shares
107,16-02-2019,Others,Intimation under Regulation 30 of SEBI Listing Regulations
108,14-02-2019,Others,Intimation of Schedule of Analyst/ Institutional Investor Meetings under...
109,06-02-2019,Others,Allotment of Equity Shares
110,05-02-2019,Others,Wipro Establishes Chair for Artificial Intelligence at Swinburne Univers...
111,24-01-2019,Others,"Further to our letter dated January 23, 2019, please find enclosed copy ..."
112,22-01-2019,Others,"We hereby inform you that Company has allotted 13,600 equity shares unde..."
113,21-01-2019,Others,Pursuant to Regulation 47 of the SEBI (Listing Obligations and Disclosur...
114,19-01-2019,Others,"Wipro Ltd has informed BSE that the Company has fixed January 30, 2019 a..."
115,14-01-2019,Others,"We write further to our letter dated January 3, 2019 notifying that the ..."
116,11-01-2019,Others,No.of Investor complaints pending at the beginning of the quarter  No.of...
117,09-01-2019,Others,Allotment of 54400 equity shares
118,07-01-2019,Others,WIPRO LIMITED TO ANNOUNCE RESULTS FOR THE THIRD QUARTER ENDED DECEMBER 3...
119,04-01-2019,Others,Pursuant to Regulation 47 of the SEBI (Listing Obligations and Disclosur...
120,03-01-2019,Others,WIPRO LTD.has informed BSE that the meeting of the Board of Directors of...
121,20-12-2018,Others,Allotment of ESOPS
122,18-12-2018,Others,Allotment of Equity Shares
123,14-12-2018,Others,Wipro Positioned as a Leader in Everest Group PEAK MatrixT for Applicati...
124,12-12-2018,Others,Wipro Achieves 'Cloud Elite' status in Oracle PartnerNetwork Cloud Program
125,11-12-2018,Others,Wipro Digital to expand Asia Pacific design capabilities in Australia
126,06-12-2018,Others,"Wipro, Alfresco Expand Partnership to Offer Open Source Based Digital Tr..."
127,03-12-2018,Others,Grant of RSUs
128,29-11-2018,Others,Press Release
129,28-11-2018,Others,Allotment of ESOPs
130,27-11-2018,Others,"Wipro, Adopt-a-School Foundation, IDC, and the Nelson Mandela Foundation..."
131,15-11-2018,Others,Topcoder Open (TCO) Brings World''s Best Programmers to Dallas for Globa...
132,09-11-2018,Others,"Appirio Expands Europe Operations with Office in Porto, Portugal"
133,08-11-2018,Others,Intimation of Schedule of Analyst/ Institutional Investor Meetings under...
134,29-10-2018,Others,Intimation of Schedule of Analyst/ Institutional Investor Meetings under...
135,25-10-2018,Others,Pursuant to Regulation 47 of the SEBI (Listing Obligations and Disclosur...
136,24-10-2018,Others,Intimation of Schedule of Analyst / Institutional Investor Meetings unde...
137,16-10-2018,Others,No.of Investor complaints pending at the beginning of the quarter  No.of...
138,11-10-2018,Others,"Wipro Launches Innovation and Talent Hub in Reading, UK"
139,09-10-2018,Others,"Regulation 7 (3) of SEBI (LODR) Regulation, 2015 for the half year ended..."
140,08-10-2018,Others,Wipro Select~d as Dow Jones Sustainability World Index (DJSI) Member for...
141,05-10-2018,Others,Pursuant to Regulation 47 of the SEBI (Listing Obligations and Disclosur...
142,03-10-2018,Others,GRANT OF RESTRICTED STOCK UNITS
143,01-10-2018,Others,Completion of divestment of Data Center operations in India
144,23-09-2018,Others,'Spirit of Wipro' Run 2018 Held in 125 Cities across 34 countries
145,21-09-2018,Others,Wipro Partners with King's College London and Sheffield Hallam Universit...
146,19-09-2018,Others,"We hereby inform you that Company has allotted 32,291 equity shares unde..."
147,14-09-2018,Others,Wipro Gallagher Solutions and Mercury Network to Jointly Offer Loan Appr...
148,12-09-2018,Others,Wipro and Anaplan Partner to Deliver Best-In-Class Cloud Enterprise Perf...
149,11-09-2018,Others,Wipro Positioned as a Leading Player in ''Zinnov Zones 2017 for Media an...
150,05-09-2018,Others,Pursuant to regulation 30 of SEBI (Listing Obligations and Disclosure Re...
151,04-09-2018,Others,Wipro Wins 2018 Nutanix Outstanding Innovation Partner Award
152,02-09-2018,Others,Wipro wins over $1.5 billion deal from Alight Solutions
153,29-08-2018,Others,We are enclosing a copy of Press Release which is being released today.
154,24-08-2018,Others,Pursuant to regulation 30 of SEBI (Listing Obligations and Disclosure Re...
155,20-08-2018,Others,"We hereby inform you that Company has allotted 17,356 equity shares unde..."
156,18-08-2018,Others,Pursuant to Regulation 47 of the SEBI (Listing Obligations and Disclosur...
157,17-08-2018,Others,Pursuant to regulation 30 of SEBI (Listing Obligations and Disclosure Re...
158,08-08-2018,Others,Pursuant to regulation 30 of SEBI (Listing Obligations and Disclosure Re...
159,04-08-2018,Others,Wipro and National Grid settle lawsuit in the US
160,03-08-2018,Others,"We hereby inform you that Company has allotted 12,557 equity shares unde..."
161,01-08-2018,Others,"This is to inform you that the company has granted 20,000 (Twenty Thousa..."
162,30-07-2018,Others,Wipro Ltd has informed BSE regarding the details of Voting results of AG...
163,25-07-2018,Others,ComplianceEase Enhances ComplianceAnalyzer Integration with Wipro Gallag...
164,24-07-2018,Others,Newspaper Advertisement- Regulation 47 of SEBI (Listing Obligations and ...
165,13-07-2018,Others,Wipro Cited as a Leader in Gartner''s Magic Quadrant for Data Center Out...
166,02-07-2018,Others,"We hereby inform you that Company has allotted 12,530 equity shares unde..."
167,28-06-2018,Others,Wipro Annual Report 2018 on Form 20-F available online for ADS Holders
168,26-06-2018,Others,Pursuant to Regulation 29(1) of the SEBI (Listing Obligations and Disclo...
169,22-06-2018,Others,"Submission under Section 108 of the Companies Act, 2013 and Regulation 3..."
170,21-06-2018,Others,We are enclosing a copy of Press Release which is being released today.
171,14-06-2018,Others,Nokia selects Wipro to Accelerate its Supply Chain Digital Transformation
172,12-06-2018,Others,Wipro Positioned in the 'Winner''s Circle' of HfS Blueprint Report for R...
173,11-06-2018,Others,"Pursuant to Section 91 of the Companies Act, 2013 and Regulation 42 of S..."
174,21-05-2018,Others,Wipro Gallagher Solutions Launches NetOxygen SaaS for Loan Origination
175,18-05-2018,Others,"This is to inform you that the company has granted 50,000 (Fifty Thousan..."
176,17-05-2018,Others,"We hereby inform you that Company has allotted 30,409 equity shares unde..."
177,08-05-2018,Others,Pursuant to regulation 37(6) of Securities and Exchange Board of India (...
178,30-04-2018,Others,Wipro Expands Science Education Fellowship Program for US School Teachers
179,27-04-2018,Others,Pursuant to Regulation 47 of the SEBI (Listing Obligations and Disclosur...
180,25-04-2018,Others,"The Board of Directors at its meeting held on January 19, 2018, had decl..."
181,18-04-2018,Others,Pursuant to Regulation 40(9) and 40(10) of the SEBI (Listing Obligations...
182,16-04-2018,Others,This is to certify that all activities with respect to both physical and...
183,10-04-2018,Others,"We hereby inform you that Company has allotted 37,332 equity shares unde..."
184,09-04-2018,Others,Intimation
185,06-04-2018,Others,No.of Investor complaints pending at the beginning of the quarter  No.of...
186,05-04-2018,Others,Wipro Ltd has informed BSE that the meeting of the Board of Directors wi...
187,27-03-2018,Others,Wipro launches Texas Technology Center in Plano
188,15-03-2018,Others,Please find enclosed herewith intimation under Regulation 30 of the SEBI...
189,14-03-2018,Others,Pursuant to regulation 30(6) of the Securities and Exchange Board of Ind...
190,09-03-2018,Others,"Wipro, First Book, Bring New Books to Chicago Area Kids"
191,01-03-2018,Others,Updated Disclosure under Regulation 30(5) of SEBI (Listing Obligations a...
192,23-02-2018,Others,"Appirio and First Book Bring Backpacks, New Books to Indianapolis Area K..."
193,20-02-2018,Others,Wipro Positioned in 'Winner's Circle' of HfS Blueprint Report on Enterpr...
194,15-02-2018,Others,Wipro Named as a 2018 World's Most Ethical Company by the Ethisphere Ins...
195,08-02-2018,Others,"Wipro  Ltd  has informed BSE that the Company has  allotted  64,772  equ..."
196,05-02-2018,Others,Wipro earthian Awards 2017 Felicitate Young Sustainability Enthusiasts
197,02-02-2018,Others,Grant of Restricted Stock Units
198,31-01-2018,Others,"The investment in Harte Hanks, Inc. has been completed on January 30, 2018."
199,24-01-2018,Others,Wipro Cited as a Leader in Everest Group PEAK MatrixT for Cloud  Enablem...
200,23-01-2018,Others,Nilfisk Awards Business Process Services Contract to Wipro
201,22-01-2018,Others,"We hereby inform you that Company has allotted 1,36,397 equity shares un..."
202,19-01-2018,Others,Wipro  Ltd has informed BSE that the Board of Directors of the  Company ...
203,11-01-2018,Others,Wipro Ltd has informed BSE that a meeting of the Board of Directors of  ...
204,10-01-2018,Others,Allotment of 56372Equity Shares
205,03-01-2018,Others,GRANT OF RESTRICTED STOCK UNITS
206,02-01-2018,Others,Pursuant  to  Regulation  29(1)  of  the  SEBI  (Listing  Obligations   ...
207,29-12-2017,Others,"We hereby inform you that Company has allotted 4,10,166 equity shares un..."
208,21-12-2017,Others,"Wipro,  First Book and Congresswoman Sheila Jackson Lee Bring New Books ..."
209,20-12-2017,Others,Submission  of copies of newspaper advertisements containing  post  buyb...
210,15-12-2017,Others,Wipro  Partners  with and Invests in Headspin  to  Deliver  Next-Generat...
211,14-12-2017,Others,Topcoder  Launches Crowdsourcing Community to Help U.S.  Military  Veter...
212,12-12-2017,Others,Topcoder Launches Hybrid Crowd to Deliver New Levels of On-Demand Talent...
213,04-12-2017,Others,Wipro Recognized as Market Leader in Digital Workplace Services by ISG
214,27-11-2017,Others,Everest Group PEAK Matrix Recognizes Wipro as a Leader in Healthcare  Pa...
215,22-11-2017,Others,Wipro  Positioned in 'Winner's Circle' of HfS Blueprint Report on  Embed...
216,20-11-2017,Others,"Further  to our letter dated November 17, 2017, we are  enclosing  herew..."
217,17-11-2017,Others,Updates regarding the buyback
218,16-11-2017,Others,Wipro Launches Industry-Specific Solutions as Extensions to SAPr Leonardo
219,14-11-2017,Others,New  report  envisions  the connected IoT future of 2030  and  barriers ...
220,13-11-2017,Others,"Wipro, First Book Bring Backpacks, New Books to Jefferson City Area Kids..."
221,27-10-2017,Others,Grant of Restricted Stock Units
222,25-10-2017,Others,Intimation under Regulation 30 of the SEBI Listing Regulations
223,23-10-2017,Others,Wipro  Cited  as a Leader in Everest Group PEAK MatrixTM  for  IT  Secur...
224,18-10-2017,Others,Newspaper Advertisement- Financial Results for the Quarter ended  Septem...
225,09-10-2017,Others,WIPRO  LIMITED TO ANNOUNCE RESULTS FOR THE SECOND QUARTER  ENDED  SEPTEM...
226,05-10-2017,Others,Pursuant to regulation 30(6) of the Securities and Exchange Board of  In...
227,03-10-2017,Others,Pursuant  to  Regulation  29(1)  of  the  SEBI  (Listing  Obligations   ...
228,29-09-2017,Others,Topcoder  and  ConsenSys  Partner to Train and  Develop  New  Community ...
229,27-09-2017,Others,Wipro  Selected as Dow Jones Sustainability World Index (DJSI)  Member  ...
230,26-09-2017,Others,"Wipro, CloudGenix Partner to Deliver Managed SD-WAN Services"
231,18-09-2017,Others,"Spirit of Wipro Run 2017 Saw Over 95,000 Participants Globally"
232,15-09-2017,Others,Wipro  and  Hewlett Packard Enterprise to Deliver Enterprise  Hybrid  Cl...
233,14-09-2017,Others,GRANT OF RESTRICTED STOCK UNITS This is to inform you that the Company  ...
234,13-09-2017,Others,Wipro  partners  with Rebuild Texas Fund to help  recovery  and  rebuild...
235,12-09-2017,Others,Wipro launches the Center of Excellence in Romania
236,08-09-2017,Others,Zinnov  Positions  Wipro in the 'Leadership Zone'  for  Robotic  Automat...
237,07-09-2017,Others,Wipro wins IT Applications Management Contract from Global Stainless  St...
238,04-09-2017,Others,Intimation  of Schedule of Analyst / Institutional Investor Meetings  un...
239,01-09-2017,Others,Submission  of  copies  of  newspapers  advertisements  containing   Pub...
240,30-08-2017,Others,"Further  to  our  letter dated July 28, 2017 and  in  accordance  with  ..."
241,21-08-2017,Others,ESOP Allotment of 188268 equity shares
242,16-08-2017,Others,Wipro Wins Managed Services Engagement with Grameenphone
243,10-08-2017,Others,Intimation  of Schedule of Analyst / Institutional Investor Meetings  un...
244,09-08-2017,Others,"Wipro, First Book Bring New Books to Boston Area Kids in Need"
245,08-08-2017,Others,"Wipro,  Excelfore Partner to Offer Secure Connectivity Solutions for  Ne..."
246,07-08-2017,Others,Wipro Develops Industry Focused Big Data Analytics-as-a-Service Platform...
247,04-08-2017,Others,ESOP Allotment of 51974 equity shares
248,03-08-2017,Others,GRANT OF RESTRICTED STOCK UNITS This is to inform you that the Company  ...
249,02-08-2017,Others,Wipro  Partners with and Invests in Tricentis to Deliver  End-to-End  Hy...
250,01-08-2017,Others,Wipro Launches Silicon Valley Innovation Center in Mountain View
251,28-07-2017,Others,"Pursuant  to  Regulation  34 of the SEBI LODR  Regulations,  2015,  we  ..."
252,27-07-2017,Others,Allotment of 6831 equity shares
253,25-07-2017,Others,Wipro and Hewlett Packard Enterprise Partner to Offer Consumption-Based ...
254,24-07-2017,Others,Newspaper Advertisement - Financial Results for the quarter ended June  ...
255,20-07-2017,Others,"Voting Results - Scrutinizer's Report for the AGM held on July 19,2017"
256,14-07-2017,Others,"With  reference  to  the earlier letter dated July  03,  2017  regarding..."
257,11-07-2017,Others,"WIPRO LIMITED TO ANNOUNCE RESULTS FOR THE FIRST QUARTER ENDED JUNE 30, 2..."
258,10-07-2017,Others,"We hereby inform you that Company has allotted 252,000 equity shares  un..."
259,05-07-2017,Others,Wipro  and  Ramot  at Tel Aviv University Partner  for  Joint  Research ...
260,29-06-2017,Others,Locals now form over 50% of Wipro's workforce in the U.S.
261,27-06-2017,Others,Submission under Regulation 47 of SEBI (Listing Obligations and  Disclos...
262,22-06-2017,Others,Wipro  Collaborates with Red Hat for Cloud Application Factory  powered ...
263,21-06-2017,Others,"Wipro, First Book Bring New Books to Indianapolis Area Kids in Need"
264,20-06-2017,Others,Minutes of the resolutions passed by way of Postal ballot
265,19-06-2017,Others,Allotment  of  Bonus Equity Shares Further to our letters dated  April  ...
266,16-06-2017,Others,Wipro Achieves AWS Service Delivery Status for AWS Service Catalog
267,15-06-2017,Others,Wipro Launches `State of Cybersecurity Report 2017'
268,14-06-2017,Others,Wipro Climbs to Number 14 in the Healthcare Informatics 100 Ranking
269,06-06-2017,Others,"Wipro is a `Leader' in Gartner's Magic Quadrant North America & EMEA, 20..."
270,01-06-2017,Others,"We  hereby inform you that Company has allotted 95,024 equity shares  un..."
271,30-05-2017,Others,"We  hereby inform you that Company has allotted 21,776 equity shares  un..."
272,23-05-2017,Others,Allotment of shares pursuant to exercise of ESOPs.
273,17-05-2017,Others,"We  hereby inform you that Company has allotted 26,800 equity shares  un..."
274,11-05-2017,Others,"Company has allotted 1,43,020 equity shares under ADS Restricted Stock U..."
275,09-05-2017,Others,"The  Company  has alloted 15,538 equity shares under ADS  Restricted  St..."
276,05-05-2017,Others,SUBMISSION OF NEWSPAPER ADVERTISEMENT FOR POSTAL BALLOT
277,04-05-2017,Others,Postal  Ballot Notice- Disclosure under Regulation 30 of the SEBI  (List...
278,03-05-2017,Others,Wipro Limited Launches New Brand Identity; Rearticulates its Values
279,28-04-2017,Others,Wipro  Positioned  as  a  Leading Player  in  `Zinnov  Zones  2016  Prod...
280,27-04-2017,Others,"Company  has allotted 16,263 equity shares under ADS Restricted Stock  U..."
281,26-04-2017,Others,Wipro  wins ISG's Challenge the Future 2017 Award for best in  class  sm...
282,25-04-2017,Others,"FInancial results for the quarter and year ended March 31, 2017"
283,24-04-2017,Others,"Company  has allotted 98,166 equity shares under ADS Restricted Stock  U..."
284,13-04-2017,Others,WIPRO  LIMITED  TO ANNOUNCE RESULTS FOR THE FOURTH QUARTER AND  YEAR  EN...
285,12-04-2017,Others,Newspaper  advertisement for the Board Meeting for quarter ended March  ...
286,10-04-2017,Others,"Company has allotted 4,68,060 equity shares under ADS Restricted Stock U..."
287,07-04-2017,Others,1.  Pursuant  to  Regulation 29(1) of the  SEBI  (Listing  Obligations  ...
288,03-04-2017,Others,Intimation under SEBI(prohibition of Insider Trading) Regulations 2015
289,31-03-2017,Others,Grant of Restricted Stock Units
290,21-03-2017,Others,Company  has  allotted 8073 equity shares under ADS RSU Plan  2004  to  ...
291,20-03-2017,Others,Wipro  Positioned  as a `Leader' in Gartner's Magic  Quadrant for Manage...
292,16-03-2017,Others,Wipro and Harte Hanks to Offer Marketing Technology Services
293,14-03-2017,Others,Wipro  to  Develop Next-Generation Enterprise Master Patient  Index  (eM...
294,09-03-2017,Others,Wipro  positioned  in `Winner's Circle' in HfS Capital  Markets  Operati...
295,08-03-2017,Others,Wipro Joins LoRa AllianceT to Accelerate IoT Deployments
296,06-03-2017,Others,Wipro Recognized as Best in Class Technology Provider for 2017 by `Consu...
297,03-03-2017,Others,Wipro Partners with University of North Texas at Dallas to Expand the Wi...
298,02-03-2017,Others,Wipro Limited has completed the sale of its EcoEnergy division on March ...
299,01-03-2017,Others,Sub:  Clarification  on news item appearing on CNBC TV 18  with  regard ...
300,23-02-2017,Others,Wipro Ltd has informed BSE that the Company has allotted 8700 equity sha...
301,14-02-2017,Others,Wipro Ltd has informed BSE that the Company has allotted 1232 equity sha...
302,06-02-2017,Others,Wipro  Ltd has informed BSE regarding Intimation of Schedule of Analyst ...
303,27-01-2017,Others,"Wipro Ltd has informed BSE regarding a Press Release dated January 25, 2..."
304,24-01-2017,Others,"Wipro Ltd has informed BSE regarding a Press Release dated January 24, 2..."
305,16-01-2017,Others,"Wipro Ltd has informed BSE regarding a Press Release dated January 12, 2..."
306,12-01-2017,Others,Wipro Ltd has informed BSE that the Company has allotted 7064 equity sha...
307,05-01-2017,Others,"Wipro Ltd has informed BSE regarding a Press Release dated January 05, 2..."
308,19-12-2016,Others,Wipro  Ltd  has informed BSE regarding a Press Release dated  December  ...
309,14-12-2016,Others,Wipro Ltd has informed BSE that the Company has allotted 2353 equity sha...
310,01-12-2016,Others,Wipro  Ltd  has informed BSE regarding a Press Release dated  December  ...
311,30-11-2016,Others,Wipro Ltd has informed BSE that the Company has allotted 1457 equity sha...
312,25-11-2016,Others,Wipro  Ltd  has  informed BSE that the Company has  allotted  15203  equ...
313,24-11-2016,Others,"Wipro  Ltd  has  informed  BSE that the Company  has  granted  5,000  (f..."
314,23-11-2016,Others,Wipro  Ltd  has informed BSE regarding a Press Release dated  November  ...
315,15-11-2016,Others,Wipro  Ltd  has  informed BSE that the Company has  allotted  52694  equ...
316,10-11-2016,Others,Wipro  Ltd  has informed BSE regarding a Press Release dated  November  ...
317,09-11-2016,Others,Wipro  Ltd  has informed BSE regarding a Press Release dated  November  ...
318,08-11-2016,Others,"Employers Institute, South AfricaWipro  Ltd  has informed BSE regarding ..."
319,03-11-2016,Others,Wipro  Ltd  has informed BSE regarding a Press Release dated  November  ...
320,01-11-2016,Others,"Wipro Ltd has informed BSE regarding a Press Release dated October 27, 2..."
321,05-10-2016,Others,Wipro Ltd has informed BSE that the Company has allotted 6727 equity sha...
322,15-09-2016,Others,Wipro Ltd has informed BSE that the Company has allotted 897 equity  sha...
323,18-08-2016,Others,Wipro Ltd has informed BSE regarding a Press Release.
324,17-08-2016,Others,"Wipro Ltd has informed BSE regarding a Press Release dated August 11,  2..."
325,03-08-2016,Others,Wipro  Ltd  has informed BSE that Company has allotted 8000  equity  sha...
326,28-07-2016,Others,Wipro Ltd has informed BSE that the Company has allotted 9791 equity sha...
